"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0019915","lipid storage","9/688","70/20761",0.000489062066745316,0.0094790566432588,0.00776807185176984,"C3/Cidea/Dysf/Acacb/Hilpda/Ffar2/Mest/Lep/Apoc4",9
"BP","GO:0032956","regulation of actin cytoskeleton organization","24/688","343/20761",0.000506275997850948,0.00977297148887983,0.0080089346005656,"Fhod1/Rnd3/Ccn2/Sptbn1/Pecam1/Nrp1/Ect2/Stmn1/Cit/Fscn1/Eln/Vasp/Cx3cl1/Asap3/Plekhg2/Kank3/Synpo/S1pr1/Cdc42ep1/Synpo2/Fes/Ntrk3/Taok2/Myadm",24
"BP","GO:0050808","synapse organization","29/688","450/20761",0.00054010933008578,0.0103701059554033,0.0084982853467099,"Pdgfb/Fmr1/Adgre5/Dnaja3/Pgrmc1/Cdc20/Actn1/Sparc/Nptxr/App/C3/Nrp1/Nrp2/Anapc2/Tnc/Sparcl1/Wasf3/Col4a1/Arhgef7/Pcdh17/Plxnb2/Dock10/Picalm/Reln/Synpo/F2r/Chchd10/Palld/Ntrk3",29
"BP","GO:0008360","regulation of cell shape","14/688","152/20761",0.000545084357872601,0.0103701059554033,0.0084982853467099,"Rnd3/Myo10/Myh9/Fmnl3/Arap3/Itga7/Wasf3/S100b/Ccl2/Plxnb2/Cdc42ep1/Prag1/Fes/Taok2",14
"BP","GO:0072593","reactive oxygen species metabolic process","21/688","284/20761",0.000546199206480263,0.0103701059554033,0.0084982853467099,"Pdgfb/Acp5/Foxm1/Bcr/Gpx3/Esr1/Ccn2/Ddit4/Fbln5/Dhfr/Clu/Sod1/Hspd1/Hdac4/Atp2b4/Prdx1/Gnai2/Lep/Gstp1/Romo1/Ulbp1",21
"BP","GO:0007044","cell-substrate junction assembly","10/688","86/20761",0.000548084459052357,0.0103701059554033,0.0084982853467099,"Itga5/Bcr/Actn1/Plec/Nrp1/Dst/Macf1/Iqgap1/Taok2/Peak1",10
"BP","GO:0150115","cell-substrate junction organization","10/688","86/20761",0.000548084459052357,0.0103701059554033,0.0084982853467099,"Itga5/Bcr/Actn1/Plec/Nrp1/Dst/Macf1/Iqgap1/Taok2/Peak1",10
"BP","GO:0002062","chondrocyte differentiation","12/688","118/20761",0.000551551099804475,0.010394449185248,0.00851823458487294,"Col6a1/Anxa6/Ccn2/Col6a2/Ecm1/Hspg2/Anxa2/Col12a1/Pth1r/Loxl2/Arid5a/Col6a3",12
"BP","GO:0016052","carbohydrate catabolic process","13/688","135/20761",0.000557861646227101,0.0104719855480741,0.00858177551096146,"Cbfa2t3/Dhdh/Hsd11b1/Ddit4/Pygl/App/Gaa/Pgm2/Nudt5/Hdac4/Ppargc1a/Prkaa1/Amy1",13
"BP","GO:0061098","positive regulation of protein tyrosine kinase activity","7/688","44/20761",0.000560721236062418,0.0104843876609632,0.00859193902276036,"Pdgfb/Nedd9/Tal1/Ncapg2/Adora1/Reln/Adam17",7
"BP","GO:1901214","regulation of neuron death","25/688","367/20761",0.000578468643510411,0.0107739784853814,0.00882925824305364,"Serpinf1/Fmr1/Nes/Ctsz/Birc5/Esr1/Ddit4/Psmc1/Clu/Cd200/Sod1/Hsp90ab1/Nrp1/Hspd1/Casp8/Hdac4/Ppargc1a/Kras/Cx3cl1/Picalm/Itga1/Adora1/F2r/Hipk2/Prkcg",25
"BP","GO:0046390","ribose phosphate biosynthetic process","14/688","153/20761",0.000582139082746419,0.0108001523211476,0.00885070765985954,"Pdk1/Nme2/Acly/Pygl/Pdhb/Tkt/Adcy4/Adcy5/Mpc1/Stoml2/Ppargc1a/Pdha1/Pank2/Acacb",14
"BP","GO:0071466","cellular response to xenobiotic stimulus","14/688","154/20761",0.000621310167312079,0.011441745867766,0.00937649255147193,"Pdgfb/Gstm5/Aqp1/Acaa1b/Ddit4/Gsta3/E2f1/Rorc/Gsta4/Cdo1/Fmo2/Ugt1a6a/Gstp1/Ugt1a6b",14
"BP","GO:0009636","response to toxic substance","24/688","348/20761",0.000621521010853898,0.011441745867766,0.00937649255147193,"Pdgfb/Stat6/Gstm5/Aqp1/Acaa1b/Kdm6b/Cdk1/Fbln5/Dhfr/Sod1/Gsta3/Casp8/Ect2/Alad/Prdx1/Sdf4/Aacs/Itpr2/Cdo1/Ccl7/Plekha1/Oscp1/Prkaa1/Mapk3",24
"BP","GO:0030595","leukocyte chemotaxis","17/688","209/20761",0.000624024149881703,0.0114436428716768,0.00937804714316146,"Pdgfb/Ddt/Ccl8/Lbp/Thbs4/Pde4b/Cx3cl1/Dysf/Ccl7/Ccl2/Serpine1/Lyn/Itga1/S1pr1/Ffar2/Adam17/Mapk3",17
"BP","GO:0032965","regulation of collagen biosynthetic process","7/688","45/20761",0.00064528165637997,0.011586582073241,0.00949518559163519,"Pdgfb/Ccn2/Eng/Emilin1/Ccl2/Serpine1/F2r",7
"BP","GO:0042987","amyloid precursor protein catabolic process","7/688","45/20761",0.00064528165637997,0.011586582073241,0.00949518559163519,"Psen2/Aph1a/Clu/App/Abca7/Picalm/Lyn",7
"BP","GO:0003094","glomerular filtration","5/688","22/20761",0.00064882915552755,0.011586582073241,0.00949518559163519,"Pdgfb/Aqp1/Adora1/F2r/Adgrf5",5
"BP","GO:0003418","growth plate cartilage chondrocyte differentiation","5/688","22/20761",0.00064882915552755,0.011586582073241,0.00949518559163519,"Col6a1/Anxa6/Col6a2/Col12a1/Col6a3",5
"BP","GO:0010884","positive regulation of lipid storage","5/688","22/20761",0.00064882915552755,0.011586582073241,0.00949518559163519,"C3/Cidea/Acacb/Hilpda/Apoc4",5
"BP","GO:0071459","protein localization to chromosome, centromeric region","5/688","22/20761",0.00064882915552755,0.011586582073241,0.00949518559163519,"Cdk1/Mtbp/Ndc80/Knl1/Cenpa",5
"BP","GO:0072215","regulation of metanephros development","5/688","22/20761",0.00064882915552755,0.011586582073241,0.00949518559163519,"Pdgfb/Wt1/Wwtr1/Ret/Fat4",5
"BP","GO:0031110","regulation of microtubule polymerization or depolymerization","10/688","88/20761",0.000658570856701392,0.0117119234995178,0.00959790269123323,"Nin/Dst/Stmn1/Fkbp4/Cdh5/Dysf/Ckap2/Cdk5rap2/Fes/Psrc1",10
"BP","GO:0000132","establishment of mitotic spindle orientation","6/688","33/20761",0.00066808987440358,0.0117119234995178,0.00959790269123323,"Ndc80/Sapcd2/Cenpa/Mad2l1/Plk1/Cdk5rap2",6
"BP","GO:0010755","regulation of plasminogen activation","4/688","13/20761",0.000673042583655175,0.0117119234995178,0.00959790269123323,"Ctsz/Clec3b/Anxa2/Serpine1",4
"BP","GO:0045820","negative regulation of glycolytic process","4/688","13/20761",0.000673042583655175,0.0117119234995178,0.00959790269123323,"Cbfa2t3/Ddit4/Hdac4/Ppargc1a",4
"BP","GO:0051315","attachment of mitotic spindle microtubules to kinetochore","4/688","13/20761",0.000673042583655175,0.0117119234995178,0.00959790269123323,"Ndc80/Nuf2/Kif2c/Cenpe",4
"BP","GO:0090266","regulation of mitotic cell cycle spindle assembly checkpoint","4/688","13/20761",0.000673042583655175,0.0117119234995178,0.00959790269123323,"Ndc80/Mad2l1/Cdk5rap2/Ccnb1",4
"BP","GO:1903504","regulation of mitotic spindle checkpoint","4/688","13/20761",0.000673042583655175,0.0117119234995178,0.00959790269123323,"Ndc80/Mad2l1/Cdk5rap2/Ccnb1",4
"BP","GO:0007265","Ras protein signal transduction","27/688","414/20761",0.000692441339045038,0.0120056738347881,0.0098386306240581,"Foxm1/Arhgef40/Rab11a/Bcr/Rnd3/Tnfaip1/Pecam1/Plk2/Spata13/Arap3/Nrp1/Ect2/Iqgap3/Stmn1/Kras/Arhgef6/Arhgef7/Adgrg1/Cdh13/Ralgapa2/Plekhg2/Rasip1/F2r/Cdc42ep1/Prag1/Arhgef39/Arhgap24",27
"BP","GO:0050731","positive regulation of peptidyl-tyrosine phosphorylation","16/688","193/20761",0.000726689020568821,0.0125538161234498,0.0102878323583199,"Pdgfb/Itga5/Cd44/Yes1/Pecam1/Nedd9/Thbs4/Nrp1/Tal1/Iqgap1/Ncapg2/Lyn/Adora1/Reln/Adam17/Lep",16
"BP","GO:0019693","ribose phosphate metabolic process","23/688","332/20761",0.000752304459905861,0.012949413952459,0.0106120241503726,"Cbfa2t3/Pdk1/Ddit4/Acaca/Nme2/Acly/Pygl/Pdhb/Tkt/Adcy4/Adcy5/App/Mpc1/Fasn/Nudt5/Hdac4/Stoml2/Ppargc1a/Pdha1/Pank2/Acacb/Prkaa1/Suclg2",23
"BP","GO:0032091","negative regulation of protein binding","11/688","106/20761",0.000782373366821582,0.0133839545281103,0.0109681294613973,"Pdgfb/Psen2/Ctsz/Spag9/Ccm2l/Aurka/Stmn1/Ctnnbip1/Dysf/Crtac1/Mapk3",11
"BP","GO:0050921","positive regulation of chemotaxis","13/688","140/20761",0.000787290900578174,0.0133839545281103,0.0109681294613973,"Pdgfb/Lbp/Thbs4/Nrp1/Cx3cl1/Cdh13/Dysf/Ccl2/Serpine1/S1pr1/Adam17/Ntrk3/Mapk3",13
"BP","GO:0010714","positive regulation of collagen metabolic process","6/688","34/20761",0.000788777521476297,0.0133839545281103,0.0109681294613973,"Pdgfb/Ccn2/Eng/Ccl2/Serpine1/F2r",6
"BP","GO:0090322","regulation of superoxide metabolic process","6/688","34/20761",0.000788777521476297,0.0133839545281103,0.0109681294613973,"Acp5/Fbln5/Dhfr/Sod1/Gnai2/Gstp1",6
"BP","GO:0007098","centrosome cycle","12/688","123/20761",0.000800701417618389,0.0135164599686205,0.0110767174592722,"Kif11/Nin/Plk2/Sgo1/Nek2/Aurka/Stil/Plk1/Cdk5rap2/Pclaf/Fes/Kifc1",12
"BP","GO:0070302","regulation of stress-activated protein kinase signaling cascade","18/688","233/20761",0.00080225632783549,0.0135164599686205,0.0110767174592722,"Foxm1/Ccn2/Spag9/Pbk/App/Lmnb1/Mapk8ip1/Prdx1/Trf/Mdfic/Lyn/Rell1/Lep/Taok2/Samd5/Gstp1/Hipk2/Mapk3",18
"BP","GO:0097205","renal filtration","5/688","23/20761",0.000806635467792807,0.0135423870085778,0.011097964627305,"Pdgfb/Aqp1/Adora1/F2r/Adgrf5",5
"BP","GO:0090092","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","18/688","234/20761",0.00084298041383644,0.0140855588962901,0.0115430931258895,"Acvr1b/Sptbn1/Aspn/Fstl1/Hsp90ab1/Cidea/Lox/Smad7/Eng/Fbn1/Skil/Wwtr1/Emilin1/Cdh5/Nrep/Zfp423/Adam17/Hipk2",18
"BP","GO:0003014","renal system process","11/688","107/20761",0.000846489333854178,0.0140855588962901,0.0115430931258895,"Comt/Pdgfb/Aqp1/Bcr/Stc1/Npr3/Maged2/Gnai2/Adora1/F2r/Adgrf5",11
"BP","GO:0048871","multicellular organismal homeostasis","30/688","485/20761",0.000847851384906726,0.0140855588962901,0.0115430931258895,"Acp5/Tmem79/Stat6/Aqp1/Kdm6b/Ccn2/Acaca/Gcnt2/Npr3/Sod1/Cidea/Abhd6/Wwtr1/Stmn1/Ppargc1a/Kras/Pth1r/Trf/Trp53inp2/Elovl6/Acacb/Adora1/S1pr1/Zfp423/F2r/Prkaa1/Adam17/Adgrf5/Lep/Fcor",30
"BP","GO:0035265","organ growth","17/688","215/20761",0.000857263920590606,0.0141924804631112,0.0116307151799427,"Col6a1/Stc1/Wt1/Anxa6/Esr1/Cdk1/Col6a2/Lats2/Ccm2l/Ecm1/Anxa2/Col12a1/Ccnb1/Acacb/S1pr1/Col6a3/Lep",17
"BP","GO:0051258","protein polymerization","20/688","274/20761",0.000860409316452113,0.0141952651240266,0.0116329972051366,"Ube2c/Fbxo5/Sptbn1/Pecam1/Nin/Pstpip2/Tubgcp4/Stmn1/Eln/Fkbp4/Vasp/Cdh5/Plekhg2/Cdk5rap2/Kank3/Cdc42ep1/Fes/Myadm/Psrc1/Gpx4",20
"BP","GO:0051188","cofactor biosynthetic process","15/688","178/20761",0.000890335829808012,0.0146383490914641,0.0119961038121501,"Pdk1/Qdpr/Pcbd1/Acly/Dhfr/Pdhb/Sod1/Mpc1/Hspa9/Alad/Pdha1/Alas1/Pank2/Acacb/Isca1",15
"BP","GO:0072073","kidney epithelium development","13/688","142/20761",0.00089899872892787,0.0147299860464883,0.0120712001511313,"Pdgfb/Aqp1/Cd44/Wt1/Vcan/Smad7/Gsta3/Wwtr1/Ctnnbip1/Ret/Dchs1/Fat4/Robo2",13
"BP","GO:0060537","muscle tissue development","29/688","465/20761",0.000904922749210066,0.0147762728364164,0.0121091321019025,"Wt1/Kdm6b/Myh11/Cdk1/Ndufv2/Lox/Flnb/Smad7/Sox17/Casp8/Speg/Hdac4/Csrp1/Cenpf/Eng/Dll4/Ccm2l/Skil/Hspg2/Ppargc1a/Eln/S100b/Dysf/Gpc1/Meox2/Ccnb1/Pgm5/S1pr1/Prkaa1",29
"BP","GO:0072224","metanephric glomerulus development","4/688","14/20761",0.000917668936937342,0.0149332610625162,0.0122377837036516,"Pdgfb/Aqp1/Wt1/Ret",4
"BP","GO:0042116","macrophage activation","10/688","92/20761",0.000934923483621157,0.0151622964962778,0.0124254778775572,"Lbp/Clu/Cd200/App/Hspd1/Cd1d1/Cx3cl1/Dysf/Adgrf5/Ulbp1",10
"BP","GO:0009896","positive regulation of catabolic process","27/688","423/20761",0.000954490125957303,0.0154271488832692,0.0126425239877021,"Fmr1/Ulk2/Cbfa2t3/Psen2/Chfr/Dcn/Sptlc1/Dapk1/Plk2/Clu/Rnf19a/App/Cpt1a/Smad7/Sox17/Aurka/Tomm7/Edem1/Plk1/Vps13c/Trp53inp2/Adora1/Prkaa1/Mapk3/Hnrnpr/Clec16a/Ecscr",27
"BP","GO:0010634","positive regulation of epithelial cell migration","13/688","143/20761",0.000959653151890298,0.0154581967169356,0.0126679676380398,"Pdgfb/Aqp1/Rab11a/Plcg1/Sparc/Map2k3/Plk2/Nrp1/Adgra2/Ets1/Jcad/Serpine1/Adam17",13
"BP","GO:0006575","cellular modified amino acid metabolic process","14/688","161/20761",0.000963202575943039,0.0154631309161495,0.0126720112064525,"Gstm5/Gpx3/Dhfr/Sod1/Cpt1a/Tyms/Gsta3/Gsr/Gsta4/Plod2/Reln/Ptges/Gstp1/Gpx4",14
"BP","GO:0048008","platelet-derived growth factor receptor signaling pathway","8/688","62/20761",0.000973332631393321,0.0155733221022931,0.0127623127083434,"Pdgfb/Bcr/Lox/Nrp1/Iqgap1/Ndrg4/Hip1/Plekha1",8
"BP","GO:0048259","regulation of receptor-mediated endocytosis","11/688","109/20761",0.000987813697685267,0.0157521595671015,0.0129088697264838,"Fmr1/Atad1/Clu/C3/Cd63/Anxa2/Trf/Serpine1/Picalm/Hip1/Ankrd13a",11
"BP","GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","24/688","360/20761",0.000995539452446981,0.015822440364224,0.0129664647280112,"Acvr1b/Sptbn1/Gcnt2/Aspn/Fstl1/Hsp90ab1/Cidea/Lox/Smad7/Eng/Fbn1/Skil/Wwtr1/Emilin1/Cdh5/Trf/Ccl2/Nrep/Zfp423/Adam17/Hipk2/Mapk3/Ecsit/Lrrc32",24
"BP","GO:0031396","regulation of protein ubiquitination","16/688","199/20761",0.00100823738617776,0.0159710161371946,0.0130882223377928,"Dnaja3/Cdc20/Psen2/Chfr/Fbxo5/Derl1/Mtbp/Hsp90ab1/Smad7/Mad2l1/Plk1/Mycbp2/Dysf/Fanci/Ubxn1/Prkcg",16
"BP","GO:0001819","positive regulation of cytokine production","28/688","447/20761",0.00103092896395514,0.0162763884110534,0.0133384744308173,"Ddt/Ufd1/Lbp/Dhx58/Sptbn1/Clu/Cd200/App/Sod1/C3/Hspd1/Casp8/Ccm2l/Postn/Cd1d1/Pde4b/Cx3cl1/Tut4/Ccl2/Serpine1/Arid5a/Hilpda/F2r/Ffar2/Adam17/Lep/Mapk3/Ulbp1",28
"BP","GO:0045471","response to ethanol","9/688","78/20761",0.0010850619949589,0.0170183407630395,0.0139465032039038,"Cdk1/Sod1/Casp8/Alad/Sdf4/Aacs/Itpr2/Cdo1/Ccl7",9
"BP","GO:0046785","microtubule polymerization","9/688","78/20761",0.0010850619949589,0.0170183407630395,0.0139465032039038,"Fbxo5/Nin/Tubgcp4/Stmn1/Fkbp4/Cdh5/Cdk5rap2/Fes/Psrc1",9
"BP","GO:0046777","protein autophosphorylation","18/688","240/20761",0.00112640851597933,0.0176089042760309,0.0144304690640734,"Pdgfb/Acvr1b/Ulk2/Bcr/Yes1/Nme2/Dapk1/Hspa9/Nek2/Eng/Ephb4/Iqgap1/Melk/Lyn/Fes/Mapk3/Peak1/Prkcg",18
"BP","GO:0006260","DNA replication","18/688","241/20761",0.00118076488769831,0.0183983234789069,0.0150773968460135,"Dnaja3/Tnfaip1/Rpain/Fbxo5/Cdk1/Rrm2/Mcm4/Polh/Fam111a/Mcm10/Ccna2/Ccne2/Stoml2/Eme1/Pclaf/Pif1/Dach1/Tonsl",18
"BP","GO:0010469","regulation of signaling receptor activity","12/688","129/20761",0.00121733637228929,0.0188668371531794,0.0154613430573565,"Psen2/Dapk1/Nptxr/App/Tal1/Ppargc1a/Ccl2/Serpine1/Ncapg2/Adora1/Reln/Adam17",12
"BP","GO:0007076","mitotic chromosome condensation","4/688","15/20761",0.00121874703086813,0.0188668371531794,0.0154613430573565,"Ncapg/Nusap1/Smc2/Ncaph",4
"BP","GO:0010596","negative regulation of endothelial cell migration","7/688","50/20761",0.00123127592861138,0.0189991055910002,0.015569736831904,"Serpinf1/Stc1/Dcn/Vash1/Dll4/Meox2/Mmrn2",7
"BP","GO:0048754","branching morphogenesis of an epithelial tube","15/688","184/20761",0.00124606230189755,0.0191652421143469,0.0157058854487053,"Cd44/Ctsz/Wt1/Esr1/Nrp1/Eng/Dll4/Tnc/Ctnnbip1/Kras/Col4a1/Dchs1/Clic4/Rasip1/Fat4",15
"BP","GO:2000273","positive regulation of signaling receptor activity","6/688","37/20761",0.00125340670824996,0.0192162160287325,0.0157476584905191,"Tal1/Ccl2/Ncapg2/Adora1/Reln/Adam17",6
"BP","GO:0010948","negative regulation of cell cycle process","17/688","223/20761",0.00128086532099724,0.019574249520881,0.0160410663682246,"Birc5/Esr1/Fbxo5/Cdk1/Mtbp/Hsp90ab1/Ndc80/Nek2/Bub1/Mad2l1/Plk1/Cdk5rap2/Ccnb1/Clspn/Cenpe/Taok2/Kifc1",17
"BP","GO:0007160","cell-matrix adhesion","16/688","204/20761",0.00130886846206494,0.01993829018251,0.0163393971117708,"Nid1/Bcr/Actn1/Ccn2/Pecam1/Cd63/Nrp1/Postn/Macf1/Emilin1/Iqgap1/Cdh13/Serpine1/Itga1/Taok2/Peak1",16
"BP","GO:0052547","regulation of peptidase activity","26/688","411/20761",0.00133548436528817,0.0202789473047579,0.0166185650819634,"Serpinf1/Timp1/Dnaja3/Aqp1/Cd44/Birc5/Ccn2/Dapk1/App/Wfdc1/Hspd1/Casp8/Ecm1/Ret/Timp4/Uaca/Serpine1/Picalm/Hip1/Lyn/Lxn/F2r/Mapk3/Serpina1d/Ubxn1/Serpina1c",26
"BP","GO:0033619","membrane protein proteolysis","7/688","51/20761",0.00138703514601959,0.0209199036526224,0.0171438277902098,"Timp1/Psen2/Aph1a/Myh9/Ret/Timp4/Adam17",7
"BP","GO:0061351","neural precursor cell proliferation","15/688","186/20761",0.00138844708105341,0.0209199036526224,0.0171438277902098,"Ctsz/Fzd6/Shcbp1/Racgap1/Dll4/Cx3cl1/Adgrg1/Trf/Gnai2/Cip2a/Aspm/Melk/Plxnb2/Tacc3/Lyn",15
"BP","GO:0031023","microtubule organizing center organization","12/688","131/20761",0.00139085768831403,0.0209199036526224,0.0171438277902098,"Kif11/Nin/Plk2/Sgo1/Nek2/Aurka/Stil/Plk1/Cdk5rap2/Pclaf/Fes/Kifc1",12
"BP","GO:0010595","positive regulation of endothelial cell migration","10/688","97/20761",0.00140723460343821,0.0210996685194761,0.0172911448128522,"Pdgfb/Plcg1/Sparc/Map2k3/Plk2/Nrp1/Adgra2/Ets1/Jcad/Adam17",10
"BP","GO:0071674","mononuclear cell migration","9/688","81/20761",0.00142202566348131,0.02125460302031,0.0174181133900103,"Pdgfb/Ccl8/Pecam1/Cx3cl1/Ccl7/Ccl2/Serpine1/Lyn/Mapk3",9
"BP","GO:0043254","regulation of protein-containing complex assembly","26/688","413/20761",0.00143008651598913,0.0213082890882381,0.017462109037341,"Psen2/Esr1/Sptbn1/Pecam1/Nin/Clu/Lmo4/Tal1/Stmn1/Ctnnbip1/Fscn1/Eln/Fkbp4/Vasp/Cdh5/Plekhg2/Cdk5rap2/Kank3/Rasip1/A730008H23Rik/Cdc42ep1/Fes/Mpp7/Palld/Myadm/Psrc1",26
"BP","GO:0032506","cytokinetic process","6/688","38/20761",0.00144729753241424,0.0214975533786638,0.0176172108225009,"Kif20a/Myh9/Racgap1/Cep55/Ect2/Kif23",6
"BP","GO:0005996","monosaccharide metabolic process","18/688","246/20761",0.00148724267345325,0.0219540961827402,0.0179913469247465,"Pdk1/Dhdh/Slc35b4/Pdhb/Cpt1a/Fuom/Pgm2/Nudt5/Gpd2/Rorc/Pdha1/Man2a2/Pgm5/Acacb/Prkaa1/Ugt1a6a/Lep/Ugt1a6b",18
"BP","GO:0051348","negative regulation of transferase activity","18/688","246/20761",0.00148724267345325,0.0219540961827402,0.0179913469247465,"Prkar2b/Dnaja3/Psen2/Sh3bp5l/Fbxo5/Lats2/Smad7/Mapk8ip1/Wwtr1/Cdkn2c/Mad2l1/Plk1/Setd7/Pif1/Lyn/Sh2b3/Rasip1/Gstp1",18
"BP","GO:0006637","acyl-CoA metabolic process","9/688","82/20761",0.00155139289145073,0.022690310755942,0.0185946735972396,"Pdk1/Acaca/Acly/Pdhb/Mpc1/Fasn/Pdha1/Acacb/Suclg2",9
"BP","GO:0032436","positive regulation of proteasomal ubiquitin-dependent protein catabolic process","9/688","82/20761",0.00155139289145073,0.022690310755942,0.0185946735972396,"Cbfa2t3/Psen2/Chfr/Plk2/Clu/Rnf19a/Smad7/Aurka/Plk1",9
"BP","GO:0035383","thioester metabolic process","9/688","82/20761",0.00155139289145073,0.022690310755942,0.0185946735972396,"Pdk1/Acaca/Acly/Pdhb/Mpc1/Fasn/Pdha1/Acacb/Suclg2",9
"BP","GO:0010712","regulation of collagen metabolic process","7/688","52/20761",0.00155775757709306,0.0227137251607942,0.0186138616647978,"Pdgfb/Ccn2/Eng/Emilin1/Ccl2/Serpine1/F2r",7
"BP","GO:0001886","endothelial cell morphogenesis","4/688","16/20761",0.00158268638787909,0.0227983344332552,0.0186831988290894,"Col18a1/Stc1/Pecam1/Clic4",4
"BP","GO:0003414","chondrocyte morphogenesis involved in endochondral bone morphogenesis","4/688","16/20761",0.00158268638787909,0.0227983344332552,0.0186831988290894,"Col6a1/Col6a2/Col12a1/Col6a3",4
"BP","GO:0003429","growth plate cartilage chondrocyte morphogenesis","4/688","16/20761",0.00158268638787909,0.0227983344332552,0.0186831988290894,"Col6a1/Col6a2/Col12a1/Col6a3",4
"BP","GO:0090171","chondrocyte morphogenesis","4/688","16/20761",0.00158268638787909,0.0227983344332552,0.0186831988290894,"Col6a1/Col6a2/Col12a1/Col6a3",4
"BP","GO:0033044","regulation of chromosome organization","23/688","352/20761",0.00163303457590276,0.0233926941060323,0.0191702756361692,"Fmr1/Birc5/Fbxo5/Top2a/Hmbox1/Ndc80/Sgo2a/Nek2/Bub1/Tal1/Cit/Mad2l1/Plk1/Mki67/Setd7/Tacc3/Arid5a/Cdk5rap2/Pif1/Ccnb1/Cenpe/Mapk3/Ctcfl",23
"BP","GO:0033865","nucleoside bisphosphate metabolic process","10/688","99/20761",0.0016435722578693,0.0233926941060323,0.0191702756361692,"Pdk1/Acaca/Acly/Pdhb/Mpc1/Fasn/Pdha1/Pank2/Acacb/Suclg2",10
"BP","GO:0033875","ribonucleoside bisphosphate metabolic process","10/688","99/20761",0.0016435722578693,0.0233926941060323,0.0191702756361692,"Pdk1/Acaca/Acly/Pdhb/Mpc1/Fasn/Pdha1/Pank2/Acacb/Suclg2",10
"BP","GO:0034032","purine nucleoside bisphosphate metabolic process","10/688","99/20761",0.0016435722578693,0.0233926941060323,0.0191702756361692,"Pdk1/Acaca/Acly/Pdhb/Mpc1/Fasn/Pdha1/Pank2/Acacb/Suclg2",10
"BP","GO:0051294","establishment of spindle orientation","6/688","39/20761",0.00166321793160311,0.0235318192815537,0.0192842884963634,"Ndc80/Sapcd2/Cenpa/Mad2l1/Plk1/Cdk5rap2",6
"BP","GO:0090049","regulation of cell migration involved in sprouting angiogenesis","6/688","39/20761",0.00166321793160311,0.0235318192815537,0.0192842884963634,"Plk2/Nrp1/Dll4/Jcad/Meox2/Mmrn2",6
"BP","GO:0051216","cartilage development","16/688","209/20761",0.00168181713245098,0.0237245683062907,0.0194422460157522,"Col6a1/Stc1/Anxa6/Ccn2/Col6a2/Ecm1/Hspg2/Bgn/Anxa2/Col12a1/Pth1r/Loxl2/Arid5a/Col6a3/Lep/Mapk3",16
"BP","GO:1903320","regulation of protein modification by small protein conjugation or removal","17/688","229/20761",0.00170458534013302,0.023974816819334,0.0196473242744101,"Dnaja3/Cdc20/Psen2/Chfr/Fbxo5/Derl1/Mtbp/Hsp90ab1/Smad7/Hdac4/Mad2l1/Plk1/Mycbp2/Dysf/Fanci/Ubxn1/Prkcg",17
"BP","GO:0060536","cartilage morphogenesis","5/688","27/20761",0.00173464621803407,0.0241081385057422,0.0197565811845008,"Col6a1/Stc1/Col6a2/Col12a1/Col6a3",5
"BP","GO:0002548","monocyte chemotaxis","7/688","53/20761",0.00174440180043646,0.0241081385057422,0.0197565811845008,"Pdgfb/Ccl8/Cx3cl1/Ccl7/Ccl2/Serpine1/Lyn",7
"BP","GO:0031113","regulation of microtubule polymerization","7/688","53/20761",0.00174440180043646,0.0241081385057422,0.0197565811845008,"Nin/Stmn1/Fkbp4/Cdh5/Cdk5rap2/Fes/Psrc1",7
"BP","GO:0043030","regulation of macrophage activation","7/688","53/20761",0.00174440180043646,0.0241081385057422,0.0197565811845008,"Lbp/Cd200/Hspd1/Cd1d1/Cx3cl1/Adgrf5/Ulbp1",7
"BP","GO:0043470","regulation of carbohydrate catabolic process","7/688","53/20761",0.00174440180043646,0.0241081385057422,0.0197565811845008,"Cbfa2t3/Hsd11b1/Ddit4/App/Hdac4/Ppargc1a/Prkaa1",7
"BP","GO:0048662","negative regulation of smooth muscle cell proliferation","7/688","53/20761",0.00174440180043646,0.0241081385057422,0.0197565811845008,"Comt/Esr1/Npr3/Rgs5/Ctnnbip1/Ppargc1a/Ndrg4",7
"BP","GO:0060560","developmental growth involved in morphogenesis","19/688","270/20761",0.00175093292180011,0.0241284629223784,0.0197732370116277,"Rab11a/Ulk2/Esr1/Nin/Sema3g/App/Hsp90ab1/Nrp1/Nrp2/Raph1/Anapc2/Aurka/Postn/Dclk1/Tnc/Iqgap1/Picalm/S1pr1/Ntrk3",19
"BP","GO:0019751","polyol metabolic process","11/688","117/20761",0.00176185322964923,0.0242089804004827,0.0198392209569481,"Mogat1/Qdpr/Plcg1/Isyna1/Pcbd1/Sptlc1/Dhfr/Inpp1/Pth1r/Dysf/Lep",11
"BP","GO:0010633","negative regulation of epithelial cell migration","8/688","68/20761",0.00178921391450881,0.0245142871964885,0.0200894193909761,"Serpinf1/Stc1/Dcn/Vash1/Cd63/Dll4/Meox2/Mmrn2",8
"BP","GO:1903364","positive regulation of cellular protein catabolic process","12/688","135/20761",0.00179940903090957,0.0245622825314809,0.0201287514917117,"Fmr1/Cbfa2t3/Psen2/Chfr/Plk2/Clu/Rnf19a/Smad7/Aurka/Edem1/Plk1/Ecscr",12
