"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0046329","negative regulation of JNK cascade","5/507","36/20761",0.00171792399221388,0.0275333080156527,0.0207700169359772,"Pafah1b1/Per1/Mapk8ip1/Sfrp2/Gstp1",5
"BP","GO:0070528","protein kinase C signaling","5/507","36/20761",0.00171792399221388,0.0275333080156527,0.0207700169359772,"Prkcz/Adgrg1/Akap12/Sez6l/Myadm",5
"BP","GO:0098751","bone cell development","5/507","36/20761",0.00171792399221388,0.0275333080156527,0.0207700169359772,"Zfp385a/Kit/Pafah1b1/Anxa2/Sh2b3",5
"BP","GO:1902991","regulation of amyloid precursor protein catabolic process","5/507","36/20761",0.00171792399221388,0.0275333080156527,0.0207700169359772,"Clu/App/Olfm1/Picalm/Flot2",5
"BP","GO:0002028","regulation of sodium ion transport","8/507","91/20761",0.00172783449316475,0.0275333080156527,0.0207700169359772,"Chp1/Slc9a3r1/Per1/Nedd4l/Atp2b4/Wnk1/Osr1/Plcb1",8
"BP","GO:0002709","regulation of T cell mediated immunity","8/507","91/20761",0.00172783449316475,0.0275333080156527,0.0207700169359772,"Tap2/Cd1d1/Prkcz/Malt1/H2-K1/H2-T23/H2-Q10/H2-D1",8
"BP","GO:0021954","central nervous system neuron development","8/507","91/20761",0.00172783449316475,0.0275333080156527,0.0207700169359772,"Pafah1b1/Arhgef28/Nrp1/Ephb2/Mycbp2/Atf5/Lep/Grcc10",8
"BP","GO:0032103","positive regulation of response to external stimulus","20/507","394/20761",0.00177130541562157,0.0281127608840782,0.0212071328061065,"Prkd1/Lbp/Snx4/Akirin1/Cxcl13/C3/Irf7/Nrp1/Optn/Gas6/Cdh13/Ccl2/Serpine1/Wnk1/Ffar2/Cebpb/Ntrk3/H2-T23/Bmpr2/Mndal",20
"BP","GO:0030199","collagen fibril organization","6/507","53/20761",0.0017880164271117,0.0281127608840782,0.0212071328061065,"P3h4/Aebp1/Dpt/Sfrp2/Anxa2/Adamts2",6
"BP","GO:0045598","regulation of fat cell differentiation","10/507","135/20761",0.00178933230109482,0.0281127608840782,0.0212071328061065,"Zfp385a/Zfp36l1/Adipoq/Wwtr1/Sfrp2/Rorc/Syap1/Adig/Cebpb/Lep",10
"BP","GO:0003433","chondrocyte development involved in endochondral bone morphogenesis","4/507","22/20761",0.00181236689357626,0.0281127608840782,0.0212071328061065,"Col6a1/Col6a2/Vwa1/Col6a3",4
"BP","GO:0010884","positive regulation of lipid storage","4/507","22/20761",0.00181236689357626,0.0281127608840782,0.0212071328061065,"C3/Cidea/Acacb/Apoc4",4
"BP","GO:0014912","negative regulation of smooth muscle cell migration","4/507","22/20761",0.00181236689357626,0.0281127608840782,0.0212071328061065,"Adipoq/Igfbp5/Ppargc1a/Serpine1",4
"BP","GO:0051654","establishment of mitochondrion localization","4/507","22/20761",0.00181236689357626,0.0281127608840782,0.0212071328061065,"Hif1a/Trak2/Mark1/Kif1b",4
"BP","GO:0072215","regulation of metanephros development","4/507","22/20761",0.00181236689357626,0.0281127608840782,0.0212071328061065,"Wt1/Adipoq/Wwtr1/Ret",4
"BP","GO:0048814","regulation of dendrite morphogenesis","9/507","113/20761",0.00181999921030283,0.0281376699102778,0.021225923170698,"Fmr1/Pafah1b1/Sema4d/Gsk3b/Nedd4l/Ube3a/Myo5b/Caprin1/Cux1",9
"BP","GO:0007187","G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger","14/507","233/20761",0.00185001813937742,0.0285073752236078,0.0215048139460025,"Ramp2/Adgre5/Slc9a3r1/Nme2/Npr3/Adcy5/Anxa1/Atp2b4/Adgrb2/Gnao1/Adgrg1/Pth1r/Akap12/Adora1",14
"BP","GO:0071559","response to transforming growth factor beta","13/507","208/20761",0.0018792145991796,0.0288579727527112,0.0217692905796512,"Cav2/Folr1/Cav1/Zfp36l1/Amhr2/Cidea/Ppargc1a/Col4a2/Ccl2/Adamtsl2/Serpine1/Hipk2/Bmpr2",13
"BP","GO:0031333","negative regulation of protein-containing complex assembly","10/507","136/20761",0.00189026932290446,0.0288579727527112,0.0217692905796512,"Capza2/Clu/Gsk3b/Mapre1/Prkcz/Add1/Mtpn/Xaf1/Nop53/Myadm",10
"BP","GO:1903037","regulation of leukocyte cell-cell adhesion","16/507","286/20761",0.00189131284264931,0.0288579727527112,0.0217692905796512,"Cav1/Zmiz1/Anxa1/Cd1d1/Prkcz/Tnfsf13b/Malt1/Ccl2/Sart1/Wnk1/Cebpb/Lep/Gstp1/Flot2/H2-T23/Lgals1",16
"BP","GO:0033002","muscle cell proliferation","14/507","234/20761",0.00192501166902287,0.0292764803995693,0.0220849958667942,"Comt/Cav1/Hif1a/Fgf9/Npr3/Gsk3b/Cxadr/Adipoq/Cdkn1a/Akirin1/Igfbp5/Ppargc1a/Cdh13/Tenm4",14
"BP","GO:0071320","cellular response to cAMP","5/507","37/20761",0.00194704214672785,0.029515388906079,0.0222652188070793,"Wt1/Zfp36l1/Adipoq/Igfbp5/Rap1a",5
"BP","GO:1901653","cellular response to peptide","16/507","287/20761",0.00195919363514851,0.0295279051429518,0.0222746605512995,"Cav2/Stat6/Cav1/Zfp36l1/Gsk3b/Adipoq/App/Sorbs1/Eprs/Vim/Prkcz/Syap1/Atp1a3/Trarg1/Plcb1/Lep",16
"BP","GO:1903050","regulation of proteolysis involved in cellular protein catabolic process","13/507","209/20761",0.00196051629777577,0.0295279051429518,0.0222746605512995,"Fmr1/Cav1/Rhbdf1/Clu/Gsk3b/Ube3a/Ube2j1/Alad/Edem1/Rnf144b/Nop53/Hipk2/Gpx1",13
"BP","GO:0046718","viral entry into host cell","6/507","54/20761",0.00197076459481801,0.0295868163768658,0.0223191008098191,"Cav2/Mid2/Cav1/Rad50/Gas6/Lgals1",6
"BP","GO:0031343","positive regulation of cell killing","8/507","93/20761",0.00198493519359316,0.0297040462143797,0.0224075342704545,"Cd5l/Tap2/Cd1d1/Ccl2/H2-K1/H2-T23/H2-Q10/H2-D1",8
"BP","GO:0050730","regulation of peptidyl-tyrosine phosphorylation","15/507","261/20761",0.0019982593405439,0.0298079005143753,0.0224858777651249,"Cav2/Itga5/Kit/Cav1/Nedd9/Sema4d/Adipoq/App/Nrp1/Sfrp2/Prkcz/Gas6/Adora1/Sh2b3/Lep",15
"BP","GO:0001764","neuron migration","12/507","185/20761",0.00203637446712268,0.0301125571675063,0.0227156984550904,"Ddit4/Pafah1b1/Gsk3b/Nrp1/Mark1/Olfm1/Gas6/Gpm6a/Adgrg1/Plxnb2/Ndnf/Ntrk3",12
"BP","GO:0010906","regulation of glucose metabolic process","9/507","115/20761",0.00205430609740855,0.0301125571675063,0.0227156984550904,"Pdk1/Slc35b4/Hif1a/Adipoq/Sorbs1/Pfkfb1/Rorc/Acacb/Lep",9
"BP","GO:2001236","regulation of extrinsic apoptotic signaling pathway","11/507","161/20761",0.00205707445439233,0.0301125571675063,0.0227156984550904,"Bid/Cav1/Nrp1/Itga6/Sfrp2/Lmna/Ret/Serpine1/Sgms1/Gas1/Gpx1",11
"BP","GO:0034115","negative regulation of heterotypic cell-cell adhesion","3/507","11/20761",0.00206382914834055,0.0301125571675063,0.0227156984550904,"Adipoq/Wnk1/Myadm",3
"BP","GO:0044764","multi-organism cellular process","3/507","11/20761",0.00206382914834055,0.0301125571675063,0.0227156984550904,"Cav2/Cav1/Gas6",3
"BP","GO:0070587","regulation of cell-cell adhesion involved in gastrulation","3/507","11/20761",0.00206382914834055,0.0301125571675063,0.0227156984550904,"Adipoq/Wnk1/Myadm",3
"BP","GO:0097278","complement-dependent cytotoxicity","3/507","11/20761",0.00206382914834055,0.0301125571675063,0.0227156984550904,"Cd5l/Cr1l/C3",3
"BP","GO:0022898","regulation of transmembrane transporter activity","15/507","262/20761",0.00207342891664255,0.0301583788529722,0.0227502644862633,"Fmr1/Cacnb3/Cav1/Chp1/Slc9a3r1/Nedd4l/Ephb2/Ppargc1a/Ccl2/Tcaf1/S100a1/Wnk1/Osr1/Chchd10/Plcb1",15
"BP","GO:0031098","stress-activated protein kinase signaling cascade","16/507","289/20761",0.00210107908611079,0.0304656467486064,0.0229820549922416,"Taok1/Pafah1b1/Per1/Zfp36l1/App/Pja2/Nek6/Mapk8ip1/Sfrp2/Stk26/Trf/Mdfic/Plcb1/Lep/Gstp1/Hipk2",16
"BP","GO:0001570","vasculogenesis","8/507","94/20761",0.00212430186862995,0.0307070136985548,0.0231641324830888,"Ramp2/Cav1/Zmiz1/Wt1/Zfp36l1/Fgf9/Nrp1/Rap1a",8
"BP","GO:0045773","positive regulation of axon extension","6/507","55/20761",0.00216728781701574,0.0312316877087855,0.0235599253922504,"Pafah1b1/Gsk3b/Nrp1/Myo5b/Ntrk3/Bmpr2",6
"BP","GO:0034101","erythrocyte homeostasis","10/507","139/20761",0.00222096445946284,0.0317985889157322,0.0239875727952655,"Kit/Ampd3/Hif1a/Zfp36l1/Rps14/Add1/Rcor1/Sh2b3/Plcb1/Klf13",10
"BP","GO:0062013","positive regulation of small molecule metabolic process","10/507","139/20761",0.00222096445946284,0.0317985889157322,0.0239875727952655,"Comt/Hif1a/Adipoq/App/Anxa1/Cpt1a/Sorbs1/Lpgat1/Ppargc1a/Pth1r",10
"BP","GO:0046328","regulation of JNK cascade","12/507","187/20761",0.00222705902236976,0.0317985889157322,0.0239875727952655,"Taok1/Pafah1b1/Per1/App/Pja2/Mapk8ip1/Sfrp2/Trf/Mdfic/Plcb1/Gstp1/Hipk2",12
"BP","GO:0072521","purine-containing compound metabolic process","19/507","374/20761",0.00226175793359725,0.0321643758157178,0.0242635076776029,"Ampd3/Pdk1/Aprt/Acsl1/Ddit4/Acaca/Nme2/Hif1a/Pfkp/Pdhb/Adcy5/App/Ak3/Ppargc1a/Oasl2/Pdha1/Acacb/Suclg2/Hmgcs1",19
"BP","GO:0048660","regulation of smooth muscle cell proliferation","11/507","163/20761",0.00226645526737442,0.0321643758157178,0.0242635076776029,"Comt/Cav1/Hif1a/Fgf9/Npr3/Gsk3b/Adipoq/Cdkn1a/Igfbp5/Ppargc1a/Cdh13",11
"BP","GO:0090257","regulation of muscle system process","14/507","239/20761",0.00233882824978411,0.0329406500344423,0.0248490976350721,"Kit/Cav1/Anxa6/Gsk3b/Sod1/Igfbp5/Atp2b4/Lmna/Atp2a2/Mtpn/Adora1/Oxtr/Tead1/Grcc10",14
"BP","GO:0061041","regulation of wound healing","10/507","140/20761",0.00234099192665046,0.0329406500344423,0.0248490976350721,"P2rx5/Cav1/Cdkn1a/Wfdc1/Anxa1/Anxa2/Ccl2/Serpine1/Sh2b3/Muc16",10
"BP","GO:0010035","response to inorganic substance","23/507","491/20761",0.00235397713488509,0.0329406500344423,0.0248490976350721,"Fmr1/Stat6/Cp/Cav1/Rnf112/Alox15/Gsk3b/Sod1/Nedd4l/Anxa1/Atp2b4/Alad/Add1/Rnf4/Stk26/Trf/Atp13a2/Wnk1/Krt8/Plcb1/Dlg2/Rhob/Gpx1",23
"BP","GO:0046323","glucose import","7/507","75/20761",0.00235643116545379,0.0329406500344423,0.0248490976350721,"Adipoq/Sorbs1/Upk3b/Trarg1/Gpc3/Lep/Rap1a",7
"BP","GO:0060563","neuroepithelial cell differentiation","7/507","75/20761",0.00235643116545379,0.0329406500344423,0.0248490976350721,"Slc9a3r1/Pafah1b1/Slc4a7/Sod1/Cux1/Serpine1/Cebpb",7
"BP","GO:0070997","neuron death","20/507","404/20761",0.00236867942267663,0.0330130275357527,0.0249036963025169,"Fmr1/Chp1/Ctsz/Ddit4/Hif1a/Clu/Cd200/Gsk3b/App/Sod1/Nrp1/Capn2/Optn/Ppargc1a/Picalm/Adora1/Ndnf/Cebpb/Hipk2/Gpx1",20
"BP","GO:0035567","non-canonical Wnt signaling pathway","6/507","56/20761",0.00237823280276653,0.0330475266551099,0.0249297210465439,"Sfrp2/Rspo1/Ryk/Gpc3/Rnf213/Med12",6
"BP","GO:0051186","cofactor metabolic process","19/507","376/20761",0.0024000568318726,0.033251825958496,0.0250838362000491,"Folr1/Pdk1/Gpx3/Acsl1/Acaca/Pdhb/Naprt/Sod1/Prdx6/Alad/Pdha1/Gsta4/Alas1/Acacb/Gstp1/Suclg2/Gpx1/Gpx4/Hmgcs1",19
"BP","GO:0033673","negative regulation of kinase activity","13/507","214/20761",0.00241176123347582,0.033315127807984,0.0251315885618501,"Prkar2b/Cav1/Chp1/Gsk3b/Adipoq/Cdkn1a/Mapk8ip1/Wwtr1/Sfrp2/Ephb2/Sh2b3/Wnk1/Gstp1",13
"BP","GO:0120162","positive regulation of cold-induced thermogenesis","8/507","96/20761",0.00242604900673004,0.0333671369834412,0.0251708221858832,"Stat6/Cav1/Acsl1/Adipoq/Ppargc1a/Oxtr/Cebpb/Lep",8
"BP","GO:0002703","regulation of leukocyte mediated immunity","14/507","240/20761",0.0024298193562583,0.0333671369834412,0.0251708221858832,"Stat6/Snx4/C3/Tap2/Cd1d1/Prkcz/Malt1/Ccl2/Ddx58/Lep/H2-K1/H2-T23/H2-Q10/H2-D1",14
"BP","GO:0032753","positive regulation of interleukin-4 production","4/507","24/20761",0.00253312587982664,0.0345823530202064,0.0260875321449675,"Cd1d1/Prkcz/Cebpb/H2-T23",4
"BP","GO:0050995","negative regulation of lipid catabolic process","4/507","24/20761",0.00253312587982664,0.0345823530202064,0.0260875321449675,"Cidea/Acacb/Adora1/Hcar1",4
"BP","GO:1903706","regulation of hemopoiesis","20/507","407/20761",0.0025780050592019,0.0350061682311681,0.0264072412443752,"Zmiz1/Nme2/Hif1a/Zfp36l1/Gsk3b/Adipoq/Anxa1/Cd1d1/Rorc/Prkcz/Gas6/Malt1/Rcor1/Hoxa7/Sart1/Ctla2a/Rbp1/Klf13/Cebpb/Lep",20
"BP","GO:1902105","regulation of leukocyte differentiation","16/507","295/20761",0.00257916510420257,0.0350061682311681,0.0264072412443752,"Zmiz1/Nme2/Zfp36l1/Gsk3b/Adipoq/Anxa1/Cd1d1/Rorc/Prkcz/Gas6/Malt1/Hoxa7/Sart1/Ctla2a/Rbp1/Cebpb",16
"BP","GO:0032760","positive regulation of tumor necrosis factor production","8/507","97/20761",0.00258899523756445,0.0350377355483722,0.0264310543551202,"Lbp/Clu/App/Ccl2/Akap12/Ddx58/Lep/H2-T23",8
"BP","GO:0072577","endothelial cell apoptotic process","6/507","57/20761",0.00260425400590312,0.0351423755883285,0.026509990580322,"Ramp2/Col18a1/Gas6/Serpine1/Ndnf/Bmpr2",6
"BP","GO:0042594","response to starvation","11/507","166/20761",0.00261262575820161,0.0351537454324015,0.026518567532057,"Comt/Prkd1/Ulk2/Fads1/Cadps2/Gabarap/Cdkn1a/Rragc/Gabarapl1/Stk26/Gas6",11
"BP","GO:0006086","acetyl-CoA biosynthetic process from pyruvate","3/507","12/20761",0.00270215058880482,0.0360466888546562,0.027192168030499,"Pdk1/Pdhb/Pdha1",3
"BP","GO:0014745","negative regulation of muscle adaptation","3/507","12/20761",0.00270215058880482,0.0360466888546562,0.027192168030499,"Igfbp5/Atp2b4/Lmna",3
"BP","GO:0070586","cell-cell adhesion involved in gastrulation","3/507","12/20761",0.00270215058880482,0.0360466888546562,0.027192168030499,"Adipoq/Wnk1/Myadm",3
"BP","GO:0009267","cellular response to starvation","10/507","143/20761",0.00273263451055376,0.0363494886888191,0.0274205880111348,"Comt/Prkd1/Fads1/Cadps2/Gabarap/Cdkn1a/Rragc/Gabarapl1/Stk26/Gas6",10
"BP","GO:0009185","ribonucleoside diphosphate metabolic process","8/507","98/20761",0.00276037414787721,0.0364073076170585,0.0274642042783144,"Ampd3/Ddit4/Hif1a/Pfkp/App/Ak3/Cmpk1/Ppargc1a",8
"BP","GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","8/507","98/20761",0.00276037414787721,0.0364073076170585,0.0274642042783144,"Lbp/Clu/App/Ccl2/Akap12/Ddx58/Lep/H2-T23",8
"BP","GO:2001237","negative regulation of extrinsic apoptotic signaling pathway","8/507","98/20761",0.00276037414787721,0.0364073076170585,0.0274642042783144,"Nrp1/Itga6/Sfrp2/Lmna/Serpine1/Sgms1/Gas1/Gpx1",8
"BP","GO:0045137","development of primary sexual characteristics","13/507","218/20761",0.00283123119255703,0.0371174128811011,0.0279998790454767,"Kit/Wt1/Map7/Fgf9/Sod1/Ube3a/Sfrp2/Adgrg1/Serpine1/Lhfpl2/Osr1/Cebpb/Lep",13
"BP","GO:0006749","glutathione metabolic process","6/507","58/20761",0.00284601281033073,0.0371174128811011,0.0279998790454767,"Gpx3/Sod1/Gsta4/Gstp1/Gpx1/Gpx4",6
"BP","GO:0032835","glomerulus development","6/507","58/20761",0.00284601281033073,0.0371174128811011,0.0279998790454767,"Nid1/Wt1/Adipoq/Wwtr1/Ret/Osr1",6
"BP","GO:0044409","entry into host","6/507","58/20761",0.00284601281033073,0.0371174128811011,0.0279998790454767,"Cav2/Mid2/Cav1/Rad50/Gas6/Lgals1",6
"BP","GO:0001906","cell killing","11/507","168/20761",0.00286625247170353,0.0371737021955105,0.0280423414336843,"Cd5l/Cr1l/C3/Tap2/Cd1d1/Ccl2/Lep/H2-K1/H2-T23/H2-Q10/H2-D1",11
"BP","GO:0048659","smooth muscle cell proliferation","11/507","168/20761",0.00286625247170353,0.0371737021955105,0.0280423414336843,"Comt/Cav1/Hif1a/Fgf9/Npr3/Gsk3b/Adipoq/Cdkn1a/Igfbp5/Ppargc1a/Cdh13",11
"BP","GO:0007613","memory","10/507","144/20761",0.00287423531811917,0.0371739742390537,0.0280425466523596,"Comt/Itga5/Pgrmc1/App/Pja2/Prkcz/Atp1a3/Lrrn4/Oxtr/Plcb1",10
"BP","GO:0033865","nucleoside bisphosphate metabolic process","8/507","99/20761",0.0029404789835949,0.0375942602739594,0.0283595934837096,"Pdk1/Acsl1/Acaca/Pdhb/Pdha1/Acacb/Suclg2/Hmgcs1",8
"BP","GO:0033875","ribonucleoside bisphosphate metabolic process","8/507","99/20761",0.0029404789835949,0.0375942602739594,0.0283595934837096,"Pdk1/Acsl1/Acaca/Pdhb/Pdha1/Acacb/Suclg2/Hmgcs1",8
"BP","GO:0034032","purine nucleoside bisphosphate metabolic process","8/507","99/20761",0.0029404789835949,0.0375942602739594,0.0283595934837096,"Pdk1/Acsl1/Acaca/Pdhb/Pdha1/Acacb/Suclg2/Hmgcs1",8
"BP","GO:0070373","negative regulation of ERK1 and ERK2 cascade","7/507","78/20761",0.00294689306788274,0.0375942602739594,0.0283595934837096,"Fbln1/Cav1/Slc9a3r1/Adipoq/Eif3a/Ephb2/Gstp1",7
"BP","GO:0032800","receptor biosynthetic process","4/507","25/20761",0.00295812181934736,0.0375942602739594,0.0283595934837096,"Hif1a/Adipoq/Cnpy2/Sec24a",4
"BP","GO:0034114","regulation of heterotypic cell-cell adhesion","4/507","25/20761",0.00295812181934736,0.0375942602739594,0.0283595934837096,"Alox15/Adipoq/Wnk1/Myadm",4
"BP","GO:0032409","regulation of transporter activity","15/507","272/20761",0.00296309440582931,0.0375942602739594,0.0283595934837096,"Fmr1/Cacnb3/Cav1/Chp1/Slc9a3r1/Nedd4l/Ephb2/Ppargc1a/Ccl2/Tcaf1/S100a1/Wnk1/Osr1/Chchd10/Plcb1",15
"BP","GO:0031331","positive regulation of cellular catabolic process","18/507","355/20761",0.00297690001409068,0.037667062779917,0.0284145127575165,"Mid2/Fmr1/Prkd1/Bid/Ulk2/Cav1/Hif1a/Zfp36l1/Clu/Gsk3b/App/Cpt1a/Optn/Edem1/Ago2/Rnf144b/Trp53inp2/Nop53",18
"BP","GO:0006469","negative regulation of protein kinase activity","12/507","194/20761",0.00301264979920824,0.0377936985251437,0.0285100416555176,"Prkar2b/Cav1/Chp1/Gsk3b/Adipoq/Cdkn1a/Mapk8ip1/Wwtr1/Sfrp2/Ephb2/Sh2b3/Gstp1",12
"BP","GO:0030308","negative regulation of cell growth","12/507","194/20761",0.00301264979920824,0.0377936985251437,0.0285100416555176,"Ulk2/Wt1/Sema4d/Cdkn1a/Nrp1/Sfrp2/Rnf6/Ryk/Cirbp/Gas1/Bmpr2/Mndal",12
"BP","GO:0030856","regulation of epithelial cell differentiation","10/507","145/20761",0.00302163514018008,0.0377936985251437,0.0285100416555176,"Cav1/Nme2/Zfp36l1/Adipoq/Wwtr1/Add1/Serpine1/Hoxa7/Osr1/Cebpb",10
"BP","GO:1901652","response to peptide","19/507","384/20761",0.00302644923356728,0.0377936985251437,0.0285100416555176,"Cav2/Stat6/Cav1/Zfp36l1/Gsk3b/Adipoq/App/Anxa1/Sorbs1/Eprs/Vim/Prkcz/Atp2a2/Syap1/Atp1a3/Trarg1/Plcb1/Lep/Serpina1d",19
"BP","GO:0010506","regulation of autophagy","14/507","246/20761",0.00303911915043035,0.0377936985251437,0.0285100416555176,"Mid2/Prkd1/Bid/Ulk2/Atp6v0a1/Hif1a/Gsk3b/Mfsd8/Optn/Rragc/Atp13a2/Trp53inp2/Iigp1/Lep",14
"BP","GO:0051348","negative regulation of transferase activity","14/507","246/20761",0.00303911915043035,0.0377936985251437,0.0285100416555176,"Prkar2b/Cav1/Chp1/Gsk3b/Adipoq/Cdkn1a/Mapk8ip1/Wwtr1/Sfrp2/Ephb2/Setd7/Sh2b3/Wnk1/Gstp1",14
"BP","GO:0043254","regulation of protein-containing complex assembly","20/507","413/20761",0.00304357049592076,0.0377936985251437,0.0285100416555176,"Bid/Cav1/Capza2/Alox15/Clu/Gsk3b/Cxcl13/Mapre1/Prkcz/Add1/Rnf4/Arpc1a/Mtpn/Xaf1/Nop53/Cdc42ep1/Mpp7/Palld/Gmfb/Myadm",20
"BP","GO:0060485","mesenchyme development","15/507","273/20761",0.00306715635590107,0.0379855517923132,0.0286547680213457,"Folr1/Wt1/Anxa6/Hif1a/Zfp36l1/Sema4d/Fgf9/Gsk3b/Nrp1/Wwtr1/Sfrp2/Ret/Osr1/Tead1/Bmpr2",15
"BP","GO:0021955","central nervous system neuron axonogenesis","5/507","41/20761",0.00309057353431964,0.0381405290679092,0.0287716766266245,"Pafah1b1/Arhgef28/Ephb2/Mycbp2/Grcc10",5
"BP","GO:0001755","neural crest cell migration","6/507","59/20761",0.00310417670717616,0.0381405290679092,0.0287716766266245,"Folr1/Anxa6/Hif1a/Sema4d/Nrp1/Ret",6
"BP","GO:0006879","cellular iron ion homeostasis","6/507","59/20761",0.00310417670717616,0.0381405290679092,0.0287716766266245,"Cp/Hif1a/Sod1/Trf/Atp13a2/Ftl1",6
"BP","GO:0001912","positive regulation of leukocyte mediated cytotoxicity","7/507","79/20761",0.00316693101839388,0.0388094512464069,0.0292762845352836,"Tap2/Cd1d1/Ccl2/H2-K1/H2-T23/H2-Q10/H2-D1",7
"BP","GO:0006091","generation of precursor metabolites and energy","19/507","387/20761",0.00329410875422625,0.0402622873651371,0.0303722454991487,"Bid/Hsd11b1/Ddit4/Ndufs7/Hif1a/Pfkp/Pdhb/Tkt/Gsk3b/App/Sorbs1/Gaa/Ppargc1a/Pdha1/Nop53/Chchd10/Lep/Suclg2/a",19
"BP","GO:0050764","regulation of phagocytosis","8/507","101/20761",0.00332805857024563,0.040264642115684,0.0303740218279759,"Lbp/Alox15/Adipoq/Sod1/C3/Gas6/Ccl2/Rap1a",8
"BP","GO:0042982","amyloid precursor protein metabolic process","6/507","60/20761",0.00337941846582739,0.040264642115684,0.0303740218279759,"Clu/App/Olfm1/Ago2/Picalm/Flot2",6
"BP","GO:0032410","negative regulation of transporter activity","7/507","80/20761",0.00339929750441246,0.040264642115684,0.0303740218279759,"Fmr1/Cacnb3/Cav1/Slc9a3r1/Nedd4l/Ephb2/Osr1",7
"BP","GO:0010155","regulation of proton transport","4/507","26/20761",0.00342935667464527,0.040264642115684,0.0303740218279759,"Chp1/Slc9a3r1/Chchd10/Plcb1",4
"BP","GO:0016082","synaptic vesicle priming","4/507","26/20761",0.00342935667464527,0.040264642115684,0.0303740218279759,"Cadps2/Snap23/Erc1/Sv2a",4
"BP","GO:0051354","negative regulation of oxidoreductase activity","4/507","26/20761",0.00342935667464527,0.040264642115684,0.0303740218279759,"Cav1/Gsk3b/Atp2b4/Gstp1",4
"BP","GO:2000050","regulation of non-canonical Wnt signaling pathway","4/507","26/20761",0.00342935667464527,0.040264642115684,0.0303740218279759,"Sfrp2/Rspo1/Gpc3/Rnf213",4
"BP","GO:0031668","cellular response to extracellular stimulus","13/507","223/20761",0.00343750300585765,0.040264642115684,0.0303740218279759,"Comt/Folr1/Prkd1/Fads1/Cadps2/Gabarap/Cdkn1a/Itga6/Sfrp2/Rragc/Gabarapl1/Stk26/Gas6",13
"BP","GO:0045923","positive regulation of fatty acid metabolic process","5/507","42/20761",0.00343901959687769,0.040264642115684,0.0303740218279759,"Adipoq/Anxa1/Cpt1a/Lpgat1/Ppargc1a",5
"BP","GO:1903523","negative regulation of blood circulation","5/507","42/20761",0.00343901959687769,0.040264642115684,0.0303740218279759,"Hif1a/Atp2a2/Adora1/Lep/Bmpr2",5
"BP","GO:0010755","regulation of plasminogen activation","3/507","13/20761",0.00344953027335052,0.040264642115684,0.0303740218279759,"Ctsz/Anxa2/Serpine1",3
"BP","GO:0031953","negative regulation of protein autophosphorylation","3/507","13/20761",0.00344953027335052,0.040264642115684,0.0303740218279759,"Cav1/Chp1/Adipoq",3
"BP","GO:0043508","negative regulation of JUN kinase activity","3/507","13/20761",0.00344953027335052,0.040264642115684,0.0303740218279759,"Mapk8ip1/Sfrp2/Gstp1",3
"BP","GO:0045906","negative regulation of vasoconstriction","3/507","13/20761",0.00344953027335052,0.040264642115684,0.0303740218279759,"Hif1a/Lep/Bmpr2",3
"BP","GO:0071679","commissural neuron axon guidance","3/507","13/20761",0.00344953027335052,0.040264642115684,0.0303740218279759,"Nrp1/Ephb2/Ryk",3
"BP","GO:0072216","positive regulation of metanephros development","3/507","13/20761",0.00344953027335052,0.040264642115684,0.0303740218279759,"Wt1/Adipoq/Ret",3
"BP","GO:2000650","negative regulation of sodium ion transmembrane transporter activity","3/507","13/20761",0.00344953027335052,0.040264642115684,0.0303740218279759,"Slc9a3r1/Nedd4l/Osr1",3
"BP","GO:2001223","negative regulation of neuron migration","3/507","13/20761",0.00344953027335052,0.040264642115684,0.0303740218279759,"Gsk3b/Olfm1/Adgrg1",3
"BP","GO:0001910","regulation of leukocyte mediated cytotoxicity","8/507","102/20761",0.00353613847025074,0.041070225168161,0.0309817211873763,"Tap2/Cd1d1/Ccl2/Lep/H2-K1/H2-T23/H2-Q10/H2-D1",8
"BP","GO:0002367","cytokine production involved in immune response","8/507","102/20761",0.00353613847025074,0.041070225168161,0.0309817211873763,"Kit/Mr1/Prkcz/Gas6/Malt1/Ddx58/Ffar2/H2-T23",8
"BP","GO:0008217","regulation of blood pressure","12/507","198/20761",0.00355389525532655,0.041174037089627,0.0310600327133933,"Ramp2/Npr3/Adipoq/Sod1/Nedd4l/Slc2a5/Gas6/Adora1/Wnk1/Oxtr/Lep/Bmpr2",12
"BP","GO:0045600","positive regulation of fat cell differentiation","6/507","61/20761",0.00367241530083782,0.0424418491079499,0.0320164189593625,"Zfp385a/Zfp36l1/Sfrp2/Syap1/Adig/Cebpb",6
"BP","GO:0016042","lipid catabolic process","16/507","306/20761",0.00369017329357107,0.0425417755745267,0.0320917994549417,"Neu1/Hsd11b1/Pafah1b1/Adipoq/Cidea/Cpt1a/Prdx6/Hint2/Ces1f/Mgll/Acacb/Adora1/Hcar1/Plcb1/Lep/Ugt1a7c",16
"BP","GO:0043902","positive regulation of multi-organism process","5/507","43/20761",0.00381481302061401,0.0438703497370611,0.0330940222114972,"Fmr1/Ago2/Lhfpl2/Oxtr/Plcb1",5
